date,stressor,en_name_gen,median
2000-01-01,GHG,Salmon,0.40996659632665083
2000-01-01,GHG,Trout,0.24494802215242542
2000-01-01,Nitrogen,Mussel,-0.014098070789474218
2000-01-01,Nitrogen,Salmon,0.0061841830885389195
2000-01-01,Nitrogen,Trout,0.004477763842981699
2000-01-01,Phosphorus,Mussel,-0.0026364973562881576
2000-01-01,Phosphorus,Salmon,0.001489021731768047
2000-01-01,Phosphorus,Trout,0.0010513979885071348
2000-02-01,GHG,Mussel,0.15883833247887333
2000-02-01,GHG,Salmon,0.3103169339994494
2000-02-01,GHG,Trout,0.2583839782795698
2000-02-01,Nitrogen,Mussel,-0.014738827729769349
2000-02-01,Nitrogen,Salmon,0.004681007556521966
2000-02-01,Nitrogen,Trout,0.004723379374037416
2000-02-01,Phosphorus,Mussel,-0.002756326090612055
2000-02-01,Phosphorus,Salmon,0.0011270885545334682
2000-02-01,Phosphorus,Trout,0.0011090695594862183
2000-03-01,GHG,Mussel,0.17003430107135933
2000-03-01,GHG,Salmon,0.32139740732510175
2000-03-01,GHG,Trout,0.28896236118962265
2000-03-01,Nitrogen,Mussel,-0.015777717082089308
2000-03-01,Nitrogen,Salmon,0.004848152090655933
2000-03-01,Nitrogen,Trout,0.0052823664447159465
2000-03-01,Phosphorus,Mussel,-0.0029506100512879
2000-03-01,Phosphorus,Salmon,0.0011673334567474686
2000-03-01,Phosphorus,Trout,0.0012403221003351673
2000-04-01,GHG,Mussel,0.1487850931992023
2000-04-01,GHG,Salmon,0.2876865682811464
2000-04-01,GHG,Trout,0.26479375525057036
2000-04-01,Nitrogen,Mussel,-0.01380597380492139
2000-04-01,Nitrogen,Salmon,0.004339637488285794
2000-04-01,Nitrogen,Trout,0.0048405530801572515
2000-04-01,Phosphorus,Mussel,-0.002581871944126925
2000-04-01,Phosphorus,Salmon,0.0010448937936569926
2000-04-01,Phosphorus,Trout,0.001136582443872342
2000-05-01,GHG,Mussel,0.11816932563747619
2000-05-01,GHG,Salmon,0.28820511259934206
2000-05-01,GHG,Trout,0.28880121029154593
2000-05-01,Nitrogen,Mussel,-0.010965094548228362
2000-05-01,Nitrogen,Salmon,0.004347459523134429
2000-05-01,Nitrogen,Trout,0.005279420531299986
2000-05-01,Phosphorus,Mussel,-0.002050595660892687
2000-05-01,Phosphorus,Salmon,0.0010467771757803083
2000-05-01,Phosphorus,Trout,0.0012396303873399158
2000-06-01,GHG,Mussel,0.12155722281595568
2000-06-01,GHG,Salmon,0.3165940494302377
2000-06-01,GHG,Trout,0.23930908364389175
2000-06-01,Nitrogen,Mussel,-0.011279462195511632
2000-06-01,Nitrogen,Salmon,0.004775695346794903
2000-06-01,Nitrogen,Trout,0.004374681422701543
2000-06-01,Phosphorus,Mussel,-0.002109385936763885
2000-06-01,Phosphorus,Salmon,0.0011498873907630745
2000-06-01,Phosphorus,Trout,0.001027193797948297
2000-07-01,GHG,Mussel,0.13028955037020556
2000-07-01,GHG,Salmon,0.32085521010818147
2000-07-01,GHG,Trout,0.25409333561827785
2000-07-01,Nitrogen,Mussel,-0.012089746901309116
2000-07-01,Nitrogen,Salmon,0.004839973261235255
2000-07-01,Nitrogen,Trout,0.004644944429337465
2000-07-01,Phosphorus,Mussel,-0.0022609182645963424
2000-07-01,Phosphorus,Salmon,0.0011653641659658967
2000-07-01,Phosphorus,Trout,0.0010906527009876504
2000-08-01,GHG,Mussel,0.13466839184335413
2000-08-01,GHG,Salmon,0.2355919685668477
2000-08-01,GHG,Trout,0.19027220828330416
2000-08-01,Nitrogen,Mussel,-0.012496065635090148
2000-08-01,Nitrogen,Salmon,0.00355381116622935
2000-08-01,Nitrogen,Trout,0.003478264519503188
2000-08-01,Phosphorus,Mussel,-0.002336904424931404
2000-08-01,Phosphorus,Salmon,8.556832780262447e-4
2000-08-01,Phosphorus,Trout,8.167112977682629e-4
2000-09-01,GHG,Mussel,0.15183503426176417
2000-09-01,GHG,Salmon,0.3450284726048347
2000-09-01,GHG,Trout,0.2511254732453653
2000-09-01,Nitrogen,Mussel,-0.014088982038548045
2000-09-01,Nitrogen,Salmon,0.005204617313863153
2000-09-01,Nitrogen,Trout,0.004590690523926856
2000-09-01,Phosphorus,Mussel,-0.0026347976579289534
2000-09-01,Phosphorus,Salmon,0.0012531628147040264
2000-09-01,Phosphorus,Trout,0.001077913653325104
2000-10-01,GHG,Mussel,0.166559917692609
2000-10-01,GHG,Salmon,0.46765055795497334
2000-10-01,GHG,Trout,0.29787803462571577
2000-10-01,Nitrogen,Mussel,-0.015455324261115908
2000-10-01,Nitrogen,Salmon,0.0070543227125427444
2000-10-01,Nitrogen,Trout,0.005445349104453969
2000-10-01,Phosphorus,Mussel,-0.0028903189779293198
2000-10-01,Phosphorus,Salmon,0.0016985331241806357
2000-10-01,Phosphorus,Trout,0.0012785911217974499
2000-11-01,GHG,Mussel,0.14736727524938137
2000-11-01,GHG,Salmon,0.40996659632665083
2000-11-01,GHG,Trout,0.2530633127947376
2000-11-01,Nitrogen,Mussel,-0.013674412523784391
2000-11-01,Nitrogen,Salmon,0.0061841830885389195
2000-11-01,Nitrogen,Trout,0.004626115132753783
2000-11-01,Phosphorus,Mussel,-0.002557268509012487
2000-11-01,Phosphorus,Salmon,0.001489021731768047
2000-11-01,Phosphorus,Trout,0.001086231502093002
2000-12-01,GHG,Mussel,0.2479396114719193
2000-12-01,GHG,Salmon,0.69454553760612
2000-12-01,GHG,Trout,0.23676289945427995
2000-12-01,Nitrogen,Mussel,-0.023006658177783485
2000-12-01,Nitrogen,Salmon,0.010476943259205531
2000-12-01,Nitrogen,Trout,0.004328135990729364
2000-12-01,Phosphorus,Mussel,-0.004302503113265589
2000-12-01,Phosphorus,Salmon,0.0025226284494018025
2000-12-01,Phosphorus,Trout,0.001016264732623325
2001-01-01,GHG,Mussel,0.14292727299834349
2001-01-01,GHG,Salmon,0.5098666058547643
2001-01-01,GHG,Trout,0.29523198056637384
2001-01-01,Nitrogen,Mussel,-0.013262418597151222
2001-01-01,Nitrogen,Salmon,0.007691135008534833
2001-01-01,Nitrogen,Trout,0.0053969780047840015
2001-01-01,Phosphorus,Mussel,-0.002480221023963248
2001-01-01,Phosphorus,Salmon,0.0018518641841142696
2001-01-01,Phosphorus,Trout,0.0012672333819348188
2001-02-01,GHG,Mussel,0.12731463848649605
2001-02-01,GHG,Salmon,0.4651189125505713
2001-02-01,GHG,Trout,0.22969065193355073
2001-02-01,Nitrogen,Mussel,-0.011813700728568856
2001-02-01,Nitrogen,Salmon,0.007016133848288044
2001-02-01,Nitrogen,Trout,0.00419885201464879
2001-02-01,Phosphorus,Mussel,-0.0022092945342639236
2001-02-01,Phosphorus,Salmon,0.0016893380457082383
2001-02-01,Phosphorus,Trout,9.859083053610051e-4
2001-03-01,GHG,Mussel,0.1472131348997162
2001-03-01,GHG,Salmon,0.4477756734584869
2001-03-01,GHG,Trout,0.2684221093250303
2001-03-01,Nitrogen,Mussel,-0.01366010962835313
2001-03-01,Nitrogen,Salmon,0.006754517982862026
2001-03-01,Nitrogen,Trout,0.0049068810812628975
2001-03-01,Phosphorus,Mussel,-0.002554593707150948
2001-03-01,Phosphorus,Salmon,0.0016263464260525074
2001-03-01,Phosphorus,Trout,0.0011521565405396951
2001-04-01,GHG,Mussel,0.14038444348153706
2001-04-01,GHG,Salmon,0.4076901412005531
2001-04-01,GHG,Trout,0.2606057930609181
2001-04-01,Nitrogen,Mussel,-0.013026465942590543
2001-04-01,Nitrogen,Salmon,0.0061498436681598646
2001-04-01,Nitrogen,Trout,0.004763995182266041
2001-04-01,Phosphorus,Mussel,-0.0024360952312042225
2001-04-01,Phosphorus,Salmon,0.001480753518736726
2001-04-01,Phosphorus,Trout,0.0011186063239451342
2001-05-01,GHG,Mussel,0.11121189492818519
2001-05-01,GHG,Salmon,0.41794689550232345
2001-05-01,GHG,Trout,0.29071778731279707
2001-05-01,Nitrogen,Mussel,-0.010319504966257107
2001-05-01,Nitrogen,Salmon,0.006304562728358046
2001-05-01,Nitrogen,Trout,0.005314456451217345
2001-05-01,Phosphorus,Mussel,-0.0019298631683742642
2001-05-01,Phosphorus,Salmon,0.0015180066271352763
2001-05-01,Phosphorus,Trout,0.001247856970299253
2001-06-01,GHG,Mussel,0.11816328642499234
2001-06-01,GHG,Salmon,0.42002359403438533
2001-06-01,GHG,Trout,0.25077158697652735
2001-06-01,Nitrogen,Mussel,-0.010964534161380718
2001-06-01,Nitrogen,Salmon,0.006335888899946275
2001-06-01,Nitrogen,Trout,0.004584221318234946
2001-06-01,Phosphorus,Mussel,-0.0020504908622670896
2001-06-01,Phosphorus,Salmon,0.0015255493129840208
2001-06-01,Phosphorus,Trout,0.0010763946563234258
2001-07-01,GHG,Mussel,0.1350316093471371
2001-07-01,GHG,Salmon,0.38705351533443155
2001-07-01,GHG,Trout,0.23472067662462934
2001-07-01,Nitrogen,Mussel,-0.012529769087733775
2001-07-01,Nitrogen,Salmon,0.005838548372813195
2001-07-01,Nitrogen,Trout,0.004290803206959301
2001-07-01,Phosphorus,Mussel,-0.0023432073485810034
2001-07-01,Phosphorus,Salmon,0.0014058001331186012
2001-07-01,Phosphorus,Trout,0.001007498836265763
2001-08-01,GHG,Mussel,0.12321299952007747
2001-08-01,GHG,Salmon,0.3351161360051141
2001-08-01,GHG,Trout,0.18461820964324888
2001-08-01,Nitrogen,Mussel,-0.011433103997337159
2001-08-01,Nitrogen,Salmon,0.005055093657747873
2001-08-01,Nitrogen,Trout,0.00337490679300988
2001-08-01,Phosphorus,Mussel,-0.002138118676893888
2001-08-01,Phosphorus,Salmon,0.0012171606507671781
2001-08-01,Phosphorus,Trout,7.924424641400535e-4
2001-09-01,GHG,Mussel,0.18495049457532753
2001-09-01,GHG,Salmon,0.5118147554803081
2001-09-01,GHG,Trout,0.23375850399509254
2001-09-01,Nitrogen,Mussel,-0.017161811229943282
2001-09-01,Nitrogen,Salmon,0.007720522070983775
2001-09-01,Nitrogen,Trout,0.004273214243499268
2001-09-01,Phosphorus,Mussel,-0.0032094511804156823
2001-09-01,Phosphorus,Salmon,0.0018589399731057687
2001-09-01,Phosphorus,Trout,0.00100336887286209
2001-10-01,GHG,Mussel,0.23421993347185024
2001-10-01,GHG,Salmon,0.6219884105583356
2001-10-01,GHG,Trout,0.29551261424998876
2001-10-01,Nitrogen,Mussel,-0.021733590352182756
2001-10-01,Nitrogen,Salmon,0.00938244784893957
2001-10-01,Nitrogen,Trout,0.005402108119126512
2001-10-01,Phosphorus,Mussel,-0.004064425151628612
2001-10-01,Phosphorus,Salmon,0.002259096883813656
2001-10-01,Phosphorus,Trout,0.0012684379545942236
2001-11-01,GHG,Mussel,0.18899510392773589
2001-11-01,GHG,Salmon,0.6756548632077221
2001-11-01,GHG,Trout,0.28425118543178507
2001-11-01,Nitrogen,Mussel,-0.0175371161047114
2001-11-01,Nitrogen,Salmon,0.01019198494749814
2001-11-01,Nitrogen,Trout,0.005196243959296369
2001-11-01,Phosphorus,Mussel,-0.0032796374012755585
2001-11-01,Phosphorus,Salmon,0.0024540164576956377
2001-11-01,Phosphorus,Trout,0.0012201001745904
2001-12-01,GHG,Mussel,0.25422315699443454
2001-12-01,GHG,Salmon,0.76793487260801
2001-12-01,GHG,Trout,0.1911890468924607
2001-12-01,Nitrogen,Mussel,-0.023589717024745594
2001-12-01,Nitrogen,Salmon,0.011583992195544205
2001-12-01,Nitrogen,Trout,0.0034950247559723605
2001-12-01,Phosphorus,Mussel,-0.00441154165701611
2001-12-01,Phosphorus,Salmon,0.0027891826410773347
2001-12-01,Phosphorus,Trout,8.206466725509709e-4
2002-01-01,GHG,Mussel,0.18198128719399892
2002-01-01,GHG,Salmon,0.6728481238926981
2002-01-01,GHG,Trout,0.35302525842374516
2002-01-01,Nitrogen,Mussel,-0.016886294385839024
2002-01-01,Nitrogen,Salmon,0.010149646400988662
2002-01-01,Nitrogen,Trout,0.006453466020825611
2002-01-01,Phosphorus,Mussel,-0.0031579264404749475
2002-01-01,Phosphorus,Salmon,0.002443822222670332
2002-01-01,Phosphorus,Trout,0.0015153012599871767
2002-02-01,GHG,Mussel,0.1775630499335414
2002-02-01,GHG,Salmon,0.5037819686065264
2002-02-01,GHG,Trout,0.2899626401174601
2002-02-01,Nitrogen,Mussel,-0.016476320062671204
2002-02-01,Nitrogen,Salmon,0.007599350675109615
2002-02-01,Nitrogen,Trout,0.005300652009043467
2002-02-01,Phosphorus,Mussel,-0.0030812566439248406
2002-02-01,Phosphorus,Salmon,0.0018297644394674334
2002-02-01,Phosphorus,Trout,0.0012446156285842744
2002-03-01,GHG,Mussel,0.16315299969533528
2002-03-01,GHG,Salmon,0.5878969271938979
2002-03-01,GHG,Trout,0.26708746610517703
2002-03-01,Nitrogen,Mussel,-0.015139191645848451
2002-03-01,Nitrogen,Salmon,0.00886819137835244
2002-03-01,Nitrogen,Trout,0.004882483182065243
2002-03-01,Phosphorus,Mussel,-0.002831198633249862
2002-03-01,Phosphorus,Salmon,0.0021352746991461762
2002-03-01,Phosphorus,Trout,0.0011464278100751756
2002-04-01,GHG,Mussel,0.14304596502782382
2002-04-01,GHG,Salmon,0.5110073057587275
2002-04-01,GHG,Trout,0.3287567102205811
2002-04-01,Nitrogen,Mussel,-0.013273432194109251
2002-04-01,Nitrogen,Salmon,0.007708342013003967
2002-04-01,Nitrogen,Trout,0.006009825665166138
2002-04-01,Phosphorus,Mussel,-0.0024822806901187576
2002-04-01,Phosphorus,Salmon,0.00185600727031116
2002-04-01,Phosphorus,Trout,0.0014111326182460438
2002-05-01,GHG,Mussel,0.12012107321767375
2002-05-01,GHG,Salmon,0.7474975089397015
2002-05-01,GHG,Trout,0.3142156623577021
2002-05-01,Nitrogen,Mussel,-0.011146199895455249
2002-05-01,Nitrogen,Salmon,0.011275702691217929
2002-05-01,Nitrogen,Trout,0.005744008542874992
2002-05-01,Phosphorus,Mussel,-0.0020844643920335344
2002-05-01,Phosphorus,Salmon,0.0027149529869669032
2002-05-01,Phosphorus,Trout,0.0013487176277534759
2002-06-01,GHG,Mussel,0.11440991496287901
2002-06-01,GHG,Salmon,0.4491382479977604
2002-06-01,GHG,Trout,0.2661947839064464
2002-06-01,Nitrogen,Mussel,-0.01061625365174191
2002-06-01,Nitrogen,Salmon,0.006775071877979703
2002-06-01,Nitrogen,Trout,0.004866164536020973
2002-06-01,Phosphorus,Mussel,-0.001985358500781504
2002-06-01,Phosphorus,Salmon,0.0016312953734016608
2002-06-01,Phosphorus,Trout,0.0011425961226017513
2002-07-01,GHG,Mussel,0.11203063131894274
2002-07-01,GHG,Salmon,0.48490542340098625
2002-07-01,GHG,Trout,0.26762505330645814
2002-07-01,Nitrogen,Mussel,-0.010395476644070294
2002-07-01,Nitrogen,Salmon,0.007314605496658224
2002-07-01,Nitrogen,Trout,0.004892310526296046
2002-07-01,Phosphorus,Mussel,-0.0019440707241950783
2002-07-01,Phosphorus,Salmon,0.0017612037657842637
2002-07-01,Phosphorus,Trout,0.0011487353122836335
2002-08-01,GHG,Mussel,0.1278270648817393
2002-08-01,GHG,Salmon,0.4023627595087069
2002-08-01,GHG,Trout,0.26166897234758163
2002-08-01,Nitrogen,Mussel,-0.011861249479841988
2002-08-01,Nitrogen,Salmon,0.0060694822336915385
2002-08-01,Nitrogen,Trout,0.00478343059442653
2002-08-01,Phosphorus,Mussel,-0.0022181866840408995
2002-08-01,Phosphorus,Salmon,0.001461404168853933
2002-08-01,Phosphorus,Trout,0.0011231698413542478
2002-09-01,GHG,Mussel,0.1408106623687228
2002-09-01,GHG,Salmon,0.6105466895795272
2002-09-01,GHG,Trout,0.29050685935314546
2002-09-01,Nitrogen,Mussel,-0.013066015380408014
2002-09-01,Nitrogen,Salmon,0.009209854037602437
2002-09-01,Nitrogen,Trout,0.0053106005899497075
2002-09-01,Phosphorus,Mussel,-0.002443491419647701
2002-09-01,Phosphorus,Salmon,0.002217539909809126
2002-09-01,Phosphorus,Trout,0.001246951597679589
2002-10-01,GHG,Mussel,0.13454581660663023
2002-10-01,GHG,Salmon,0.6431941136231764
2002-10-01,GHG,Trout,0.4314270906697005
2002-10-01,Nitrogen,Mussel,-0.012484691709981423
2002-10-01,Nitrogen,Salmon,0.009702327447543931
2002-10-01,Nitrogen,Trout,0.007886688002246615
2002-10-01,Phosphorus,Mussel,-0.002334777373370409
2002-10-01,Phosphorus,Salmon,0.002336117189818805
2002-10-01,Phosphorus,Trout,0.0018518278748760122
2002-11-01,GHG,Mussel,0.16419165678907163
2002-11-01,GHG,Salmon,0.5884348113699689
2002-11-01,GHG,Trout,0.40034263615942045
2002-11-01,Nitrogen,Mussel,-0.015235570068713844
2002-11-01,Nitrogen,Salmon,0.008876305147266922
2002-11-01,Nitrogen,Trout,0.007318449707191809
2002-11-01,Phosphorus,Mussel,-0.002849222479269811
2002-11-01,Phosphorus,Salmon,0.0021372283247208454
2002-11-01,Phosphorus,Trout,0.0017184031072099454
2002-12-01,GHG,Mussel,0.317288944478455
2002-12-01,GHG,Salmon,0.7677270965766821
2002-12-01,GHG,Trout,0.33623371045754186
2002-12-01,Nitrogen,Mussel,-0.02944167834203564
2002-12-01,Nitrogen,Salmon,0.011580857976730637
2002-12-01,Nitrogen,Trout,0.00614650870927006
2002-12-01,Phosphorus,Mussel,-0.005505924056745227
2002-12-01,Phosphorus,Salmon,0.0027884279868475516
2002-12-01,Phosphorus,Trout,0.0014432263781389732
2003-01-01,GHG,Mussel,0.20069112702382216
2003-01-01,GHG,Salmon,0.6148633646091066
2003-01-01,GHG,Seabass,0.07428545315773076
2003-01-01,GHG,Seabream,0.2655143784276772
2003-01-01,GHG,Trout,0.36180733716459756
2003-01-01,GHG,Turbot,0.02683130400574913
2003-01-01,Nitrogen,Mussel,-0.018622406203432043
2003-01-01,Nitrogen,Salmon,0.009274969363962767
2003-01-01,Nitrogen,Seabass,0.0013039504392822843
2003-01-01,Nitrogen,Seabream,0.00457851480385125
2003-01-01,Nitrogen,Trout,0.006614006507360083
2003-01-01,Nitrogen,Turbot,5.4275669314013e-4
2003-01-01,Phosphorus,Mussel,-0.0034825988219416414
2003-01-01,Phosphorus,Salmon,0.0022332183162588623
2003-01-01,Phosphorus,Seabass,2.7894441261737196e-4
2003-01-01,Phosphorus,Seabream,9.794475956641372e-4
2003-01-01,Phosphorus,Trout,0.0015529968487978415
2003-01-01,Phosphorus,Turbot,1.1610789981055814e-4
2003-02-01,GHG,Mussel,0.18970258578900034
2003-02-01,GHG,Salmon,0.5871651391355059
2003-02-01,GHG,Seabass,0.2525805044516486
2003-02-01,GHG,Seabream,0.49104967751316836
2003-02-01,GHG,Trout,0.31701308637326125
2003-02-01,GHG,Turbot,0.03882228778437821
2003-02-01,Nitrogen,Mussel,-0.017602764321438306
2003-02-01,Nitrogen,Salmon,0.008857152646476109
2003-02-01,Nitrogen,Seabass,0.00443360638905375
2003-02-01,Nitrogen,Seabream,0.008467632642850739
2003-02-01,Nitrogen,Trout,0.005795146755791708
2003-02-01,Nitrogen,Turbot,7.853161565859302e-4
2003-02-01,Phosphorus,Mussel,-0.0032919143540891837
2003-02-01,Phosphorus,Salmon,0.0021326168037669986
2003-02-01,Phosphorus,Seabass,9.484484169904052e-4
2003-02-01,Phosphorus,Seabream,0.0018114176295839645
2003-02-01,Phosphorus,Trout,0.0013607250975714203
2003-02-01,Phosphorus,Turbot,1.6799684053817903e-4
2003-03-01,GHG,Mussel,0.1832566948014986
2003-03-01,GHG,Salmon,0.5434311312510843
2003-03-01,GHG,Seabass,0.26093344978639216
2003-03-01,GHG,Seabream,0.5058744663182726
2003-03-01,GHG,Trout,0.33104523198146635
2003-03-01,GHG,Turbot,0.03821759913347332
2003-03-01,Nitrogen,Mussel,-0.017004641215088667
2003-03-01,Nitrogen,Salmon,0.008197442527709816
2003-03-01,Nitrogen,Seabass,0.004580227649011781
2003-03-01,Nitrogen,Seabream,0.008723270455801147
2003-03-01,Nitrogen,Trout,0.006051660908025915
2003-03-01,Nitrogen,Turbot,7.730842198722252e-4
2003-03-01,Phosphorus,Mussel,-0.0031800586248781305
2003-03-01,Phosphorus,Salmon,0.0019737724278087866
2003-03-01,Phosphorus,Seabass,9.798140118812075e-4
2003-03-01,Phosphorus,Seabream,0.0018661043242834121
2003-03-01,Phosphorus,Trout,0.0014209557111410428
2003-03-01,Phosphorus,Turbot,1.6538015335514823e-4
2003-04-01,GHG,Mussel,0.14372004008924993
2003-04-01,GHG,Salmon,0.630798496143357
2003-04-01,GHG,Seabass,0.28122705559518507
2003-04-01,GHG,Seabream,0.5149597966273476
2003-04-01,GHG,Trout,0.3415141197549778
2003-04-01,GHG,Turbot,0.03840558441994462
2003-04-01,Nitrogen,Mussel,-0.013335980547848828
2003-04-01,Nitrogen,Salmon,0.009515344486791644
2003-04-01,Nitrogen,Seabass,0.0049364461963067735
2003-04-01,Nitrogen,Seabream,0.008879937373669433
2003-04-01,Nitrogen,Trout,0.006243037048712988
2003-04-01,Nitrogen,Turbot,7.768868778579235e-4
2003-04-01,Phosphorus,Mussel,-0.0024939779337868557
2003-04-01,Phosphorus,Salmon,0.0022910956100815416
2003-04-01,Phosphorus,Seabass,0.0010560171944908989
2003-04-01,Phosphorus,Seabream,0.0018996189120045505
2003-04-01,Phosphorus,Trout,0.0014658916426511467
2003-04-01,Phosphorus,Turbot,1.6619362767614253e-4
2003-05-01,GHG,Mussel,0.1309547861033658
2003-05-01,GHG,Salmon,0.637675975735
2003-05-01,GHG,Seabass,0.206909855228729
2003-05-01,GHG,Seabream,0.5152746223173279
2003-05-01,GHG,Trout,0.2794958085478002
2003-05-01,GHG,Turbot,0.02912307802390651
2003-05-01,Nitrogen,Mussel,-0.012151475041599432
2003-05-01,Nitrogen,Salmon,0.009619088531705296
2003-05-01,Nitrogen,Seabass,0.003631938490628395
